"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Ohio"	"39"	"Sep 09, 2011"	"2011/09/09"	18.46	1104	14.60	24.80	2.47
	"Ohio"	"39"	"Sep 10, 2011"	"2011/09/10"	17.02	1104	13.00	18.60	1.30
	"Ohio"	"39"	"Sep 11, 2011"	"2011/09/11"	18.38	1104	13.10	24.70	2.60
	"Ohio"	"39"	"Sep 12, 2011"	"2011/09/12"	12.03	1104	9.70	16.50	1.62
	"Ohio"	"39"	"Sep 13, 2011"	"2011/09/13"	20.80	1104	19.30	22.10	0.54
	"Ohio"	"39"	"Sep 14, 2011"	"2011/09/14"	20.64	1104	12.20	24.00	1.74
	"Ohio"	"39"	"Sep 15, 2011"	"2011/09/15"	0.28	1104	0.00	2.00	0.44
	"Ohio"	"39"	"Sep 16, 2011"	"2011/09/16"	9.81	1104	7.00	13.50	0.96
	"Ohio"	"39"	"Sep 17, 2011"	"2011/09/17"	7.74	1104	5.20	10.50	1.27
	"Ohio"	"39"	"Sep 18, 2011"	"2011/09/18"	14.31	1104	10.50	16.50	1.35
	"Ohio"	"39"	"Sep 19, 2011"	"2011/09/19"	10.73	1104	9.30	14.80	1.16
	"Ohio"	"39"	"Sep 20, 2011"	"2011/09/20"	14.09	1104	11.60	16.40	1.18
	"Ohio"	"39"	"Sep 21, 2011"	"2011/09/21"	17.57	1104	14.90	20.20	0.90
	"Ohio"	"39"	"Sep 22, 2011"	"2011/09/22"	15.45	1104	12.30	18.40	1.18
	"Ohio"	"39"	"Sep 23, 2011"	"2011/09/23"	15.00	1104	12.40	16.70	1.03
	"Ohio"	"39"	"Sep 24, 2011"	"2011/09/24"	8.64	1104	4.90	10.30	1.11
	"Ohio"	"39"	"Sep 25, 2011"	"2011/09/25"	12.94	1104	10.60	16.20	1.05
	"Ohio"	"39"	"Sep 26, 2011"	"2011/09/26"	10.86	1104	7.70	13.10	1.23
	"Ohio"	"39"	"Sep 27, 2011"	"2011/09/27"	11.28	1104	8.80	13.20	0.81
	"Ohio"	"39"	"Sep 28, 2011"	"2011/09/28"	13.99	1104	13.50	14.50	0.20
	"Ohio"	"39"	"Sep 29, 2011"	"2011/09/29"	17.82	1104	14.80	20.60	1.22
	"Ohio"	"39"	"Sep 30, 2011"	"2011/09/30"	6.43	1104	5.30	8.70	0.86
	"Ohio"	"39"	"Oct 01, 2011"	"2011/10/01"	11.32	1104	9.90	12.90	0.68
	"Ohio"	"39"	"Oct 02, 2011"	"2011/10/02"	10.55	1104	9.50	12.40	0.39
	"Ohio"	"39"	"Oct 03, 2011"	"2011/10/03"	10.60	1104	9.30	11.70	0.60
	"Ohio"	"39"	"Oct 04, 2011"	"2011/10/04"	14.18	1104	11.50	16.80	1.16
	"Ohio"	"39"	"Oct 05, 2011"	"2011/10/05"	13.83	1104	12.50	15.20	0.69
	"Ohio"	"39"	"Oct 06, 2011"	"2011/10/06"	24.28	1104	20.40	26.50	1.58
	"Ohio"	"39"	"Oct 07, 2011"	"2011/10/07"	6.33	1104	5.10	8.10	0.58
	"Ohio"	"39"	"Oct 08, 2011"	"2011/10/08"	10.27	1104	9.20	11.10	0.41
	"Ohio"	"39"	"Oct 09, 2011"	"2011/10/09"	10.91	1104	7.30	13.60	1.68
	"Ohio"	"39"	"Oct 10, 2011"	"2011/10/10"	6.22	1104	4.80	9.40	0.73
	"Ohio"	"39"	"Oct 11, 2011"	"2011/10/11"	12.31	1104	9.60	14.40	1.10
	"Ohio"	"39"	"Oct 12, 2011"	"2011/10/12"	12.17	1104	9.90	14.40	1.07
	"Ohio"	"39"	"Oct 13, 2011"	"2011/10/13"	10.12	1104	8.50	12.00	0.74
	"Ohio"	"39"	"Oct 14, 2011"	"2011/10/14"	16.37	1104	13.90	18.70	0.86
	"Ohio"	"39"	"Oct 15, 2011"	"2011/10/15"	9.36	1104	7.90	11.00	0.71
	"Ohio"	"39"	"Oct 16, 2011"	"2011/10/16"	17.34	1104	12.80	21.40	2.06
	"Ohio"	"39"	"Oct 17, 2011"	"2011/10/17"	12.54	1104	11.10	15.40	0.80
	"Ohio"	"39"	"Oct 18, 2011"	"2011/10/18"	13.66	1104	8.30	17.00	1.74
	"Ohio"	"39"	"Oct 19, 2011"	"2011/10/19"	8.60	1104	7.90	9.60	0.42
	"Ohio"	"39"	"Oct 20, 2011"	"2011/10/20"	10.39	1104	9.10	12.40	0.62
	"Ohio"	"39"	"Oct 21, 2011"	"2011/10/21"	4.79	1104	1.60	7.50	1.28
	"Ohio"	"39"	"Oct 22, 2011"	"2011/10/22"	16.95	1104	14.50	19.20	1.08
	"Ohio"	"39"	"Oct 23, 2011"	"2011/10/23"	13.64	1104	11.30	17.10	1.40
	"Ohio"	"39"	"Oct 24, 2011"	"2011/10/24"	7.47	1104	6.10	10.20	0.87
	"Ohio"	"39"	"Oct 25, 2011"	"2011/10/25"	11.38	1104	9.10	17.40	1.01
	"Ohio"	"39"	"Oct 26, 2011"	"2011/10/26"	14.96	1104	11.00	18.10	1.62
	"Ohio"	"39"	"Oct 27, 2011"	"2011/10/27"	9.13	1104	8.10	10.00	0.35
	"Ohio"	"39"	"Oct 28, 2011"	"2011/10/28"	16.02	1104	12.70	19.10	1.43
	"Ohio"	"39"	"Oct 29, 2011"	"2011/10/29"	15.94	1104	14.30	17.60	0.89
	"Ohio"	"39"	"Oct 30, 2011"	"2011/10/30"	17.97	1104	11.80	20.60	2.36
	"Ohio"	"39"	"Oct 31, 2011"	"2011/10/31"	19.41	1104	16.80	22.70	1.32
	"Ohio"	"39"	"Nov 01, 2011"	"2011/11/01"	10.63	1104	8.60	11.70	0.51
	"Ohio"	"39"	"Nov 02, 2011"	"2011/11/02"	10.07	1104	8.00	11.40	0.54
	"Ohio"	"39"	"Nov 03, 2011"	"2011/11/03"	9.71	1104	7.40	12.20	0.99
	"Ohio"	"39"	"Nov 04, 2011"	"2011/11/04"	7.29	1104	5.20	9.20	0.77
	"Ohio"	"39"	"Nov 05, 2011"	"2011/11/05"	18.57	1104	16.00	20.60	1.14
	"Ohio"	"39"	"Nov 06, 2011"	"2011/11/06"	9.70	1104	7.00	13.10	1.60
	"Ohio"	"39"	"Nov 07, 2011"	"2011/11/07"	10.43	1104	6.70	13.40	1.58
	"Ohio"	"39"	"Nov 08, 2011"	"2011/11/08"	8.56	1104	5.90	12.50	1.79
	"Ohio"	"39"	"Nov 09, 2011"	"2011/11/09"	12.94	1104	10.90	15.60	1.12
	"Ohio"	"39"	"Nov 10, 2011"	"2011/11/10"	13.06	1104	12.20	13.70	0.35
	"Ohio"	"39"	"Nov 11, 2011"	"2011/11/11"	11.26	1104	9.70	13.60	0.87
	"Ohio"	"39"	"Nov 12, 2011"	"2011/11/12"	12.22	1104	10.10	14.50	1.02
	"Ohio"	"39"	"Nov 13, 2011"	"2011/11/13"	12.71	1104	9.30	15.40	1.07
	"Ohio"	"39"	"Nov 14, 2011"	"2011/11/14"	12.46	1104	11.20	13.70	0.53
	"Ohio"	"39"	"Nov 15, 2011"	"2011/11/15"	13.16	1104	10.90	14.80	0.90
	"Ohio"	"39"	"Nov 16, 2011"	"2011/11/16"	11.53	1104	8.90	13.40	0.96
	"Ohio"	"39"	"Nov 17, 2011"	"2011/11/17"	9.45	1104	7.70	12.00	0.91
	"Ohio"	"39"	"Nov 18, 2011"	"2011/11/18"	9.71	1104	7.80	11.60	0.90
	"Ohio"	"39"	"Nov 19, 2011"	"2011/11/19"	10.74	1104	8.90	14.30	1.12
	"Ohio"	"39"	"Nov 20, 2011"	"2011/11/20"	15.16	1104	13.50	16.90	0.82
	"Ohio"	"39"	"Nov 21, 2011"	"2011/11/21"	6.83	1104	5.40	8.60	0.70
	"Ohio"	"39"	"Nov 22, 2011"	"2011/11/22"	5.72	1104	4.20	8.10	0.92
	"Ohio"	"39"	"Nov 23, 2011"	"2011/11/23"	17.87	1104	13.70	20.70	1.50
	"Ohio"	"39"	"Nov 24, 2011"	"2011/11/24"	11.87	1104	9.80	13.20	0.54
	"Ohio"	"39"	"Nov 25, 2011"	"2011/11/25"	9.45	1104	8.60	10.10	0.30
	"Ohio"	"39"	"Nov 26, 2011"	"2011/11/26"	10.23	1104	7.30	12.20	1.17
	"Ohio"	"39"	"Nov 27, 2011"	"2011/11/27"	12.07	1104	11.50	12.80	0.27
	"Ohio"	"39"	"Nov 28, 2011"	"2011/11/28"	12.37	1104	11.20	14.00	0.64
	"Ohio"	"39"	"Nov 29, 2011"	"2011/11/29"	10.12	1104	8.40	13.50	1.15
	"Ohio"	"39"	"Nov 30, 2011"	"2011/11/30"	13.99	1104	12.30	15.30	0.68
	"Ohio"	"39"	"Dec 01, 2011"	"2011/12/01"	11.90	1104	9.40	14.80	1.30
	"Ohio"	"39"	"Dec 02, 2011"	"2011/12/02"	13.87	1104	11.00	16.30	1.15
	"Ohio"	"39"	"Dec 03, 2011"	"2011/12/03"	12.47	1104	10.10	15.30	1.19
	"Ohio"	"39"	"Dec 04, 2011"	"2011/12/04"	12.88	1104	11.00	15.40	1.00
	"Ohio"	"39"	"Dec 05, 2011"	"2011/12/05"	8.67	1104	7.60	10.10	0.53
	"Ohio"	"39"	"Dec 06, 2011"	"2011/12/06"	14.08	1104	9.60	18.10	1.89
	"Ohio"	"39"	"Dec 07, 2011"	"2011/12/07"	18.40	1104	17.20	20.60	0.78
	"Ohio"	"39"	"Dec 08, 2011"	"2011/12/08"	10.52	1104	8.20	12.90	0.97
	"Ohio"	"39"	"Dec 09, 2011"	"2011/12/09"	22.16	1104	20.30	24.20	0.75
	"Ohio"	"39"	"Dec 10, 2011"	"2011/12/10"	20.73	1104	15.60	24.40	2.30
	"Ohio"	"39"	"Dec 11, 2011"	"2011/12/11"	8.62	1104	5.80	10.40	1.14
	"Ohio"	"39"	"Dec 12, 2011"	"2011/12/12"	16.17	1104	13.60	19.70	1.37
	"Ohio"	"39"	"Dec 13, 2011"	"2011/12/13"	9.39	1104	7.20	12.20	1.09
	"Ohio"	"39"	"Dec 14, 2011"	"2011/12/14"	7.29	1104	6.10	8.30	0.48
	"Ohio"	"39"	"Dec 15, 2011"	"2011/12/15"	11.42	1104	9.70	13.90	0.87
	"Ohio"	"39"	"Dec 16, 2011"	"2011/12/16"	14.86	1104	13.80	16.20	0.57
	"Ohio"	"39"	"Dec 17, 2011"	"2011/12/17"	27.44	1104	20.80	35.00	3.26
	"Ohio"	"39"	"Dec 18, 2011"	"2011/12/18"	14.70	1104	13.10	15.90	0.65
	"Ohio"	"39"	"Dec 19, 2011"	"2011/12/19"	15.26	1104	12.80	17.10	1.16
	"Ohio"	"39"	"Dec 20, 2011"	"2011/12/20"	11.80	1104	10.60	12.80	0.54
	"Ohio"	"39"	"Dec 21, 2011"	"2011/12/21"	14.44	1104	13.40	16.20	0.49
	"Ohio"	"39"	"Dec 22, 2011"	"2011/12/22"	12.64	1104	11.70	13.70	0.41
	"Ohio"	"39"	"Dec 23, 2011"	"2011/12/23"	17.53	1104	14.90	20.10	1.13
	"Ohio"	"39"	"Dec 24, 2011"	"2011/12/24"	21.31	1104	16.00	24.20	2.34
	"Ohio"	"39"	"Dec 25, 2011"	"2011/12/25"	24.81	1104	20.10	30.70	2.48
	"Ohio"	"39"	"Dec 26, 2011"	"2011/12/26"	14.57	1104	11.80	17.00	1.26
	"Ohio"	"39"	"Dec 27, 2011"	"2011/12/27"	8.65	1104	5.20	11.20	1.54
	"Ohio"	"39"	"Dec 28, 2011"	"2011/12/28"	21.64	1104	17.80	23.60	1.16
	"Ohio"	"39"	"Dec 29, 2011"	"2011/12/29"	6.05	1104	4.00	7.60	0.65
	"Ohio"	"39"	"Dec 30, 2011"	"2011/12/30"	18.09	1104	15.80	21.00	1.33
	"Ohio"	"39"	"Dec 31, 2011"	"2011/12/31"	17.56	1104	12.90	22.80	2.20
"Total"	"Ohio"	"39"			13.49	402960	0.00	43.40	5.32
	"Oklahoma"	"40"	"Jan 01, 2011"	"2011/01/01"	26.64	1813	15.90	38.00	5.10
	"Oklahoma"	"40"	"Jan 02, 2011"	"2011/01/02"	13.54	1813	10.00	18.00	2.00
	"Oklahoma"	"40"	"Jan 03, 2011"	"2011/01/03"	9.89	1813	7.60	15.40	1.35
	"Oklahoma"	"40"	"Jan 04, 2011"	"2011/01/04"	13.12	1813	12.30	15.20	0.43
	"Oklahoma"	"40"	"Jan 05, 2011"	"2011/01/05"	14.03	1813	12.90	16.30	0.65
	"Oklahoma"	"40"	"Jan 06, 2011"	"2011/01/06"	8.24	1813	7.10	11.70	0.92
	"Oklahoma"	"40"	"Jan 07, 2011"	"2011/01/07"	9.96	1813	8.60	12.40	0.66
	"Oklahoma"	"40"	"Jan 08, 2011"	"2011/01/08"	8.83	1813	6.00	15.40	1.78
	"Oklahoma"	"40"	"Jan 09, 2011"	"2011/01/09"	5.19	1813	4.00	6.30	0.56
	"Oklahoma"	"40"	"Jan 10, 2011"	"2011/01/10"	11.65	1813	8.40	15.00	1.18
	"Oklahoma"	"40"	"Jan 11, 2011"	"2011/01/11"	7.94	1813	4.80	11.00	1.12
	"Oklahoma"	"40"	"Jan 12, 2011"	"2011/01/12"	11.86	1813	8.70	15.70	2.14
	"Oklahoma"	"40"	"Jan 13, 2011"	"2011/01/13"	11.70	1813	9.90	15.60	1.19
	"Oklahoma"	"40"	"Jan 14, 2011"	"2011/01/14"	13.01	1813	10.90	14.40	0.70
	"Oklahoma"	"40"	"Jan 15, 2011"	"2011/01/15"	13.69	1813	11.00	18.80	1.73
	"Oklahoma"	"40"	"Jan 16, 2011"	"2011/01/16"	22.48	1813	20.90	24.80	0.98
	"Oklahoma"	"40"	"Jan 17, 2011"	"2011/01/17"	15.27	1813	12.50	17.20	0.83
	"Oklahoma"	"40"	"Jan 18, 2011"	"2011/01/18"	15.86	1813	11.60	20.80	1.74
	"Oklahoma"	"40"	"Jan 19, 2011"	"2011/01/19"	15.80	1813	13.90	17.30	0.72
	"Oklahoma"	"40"	"Jan 20, 2011"	"2011/01/20"	8.27	1813	3.90	13.00	1.77
	"Oklahoma"	"40"	"Jan 21, 2011"	"2011/01/21"	14.53	1813	10.20	21.40	2.38
	"Oklahoma"	"40"	"Jan 22, 2011"	"2011/01/22"	14.56	1813	12.00	17.70	1.24
	"Oklahoma"	"40"	"Jan 23, 2011"	"2011/01/23"	11.50	1813	9.10	14.50	1.10
	"Oklahoma"	"40"	"Jan 24, 2011"	"2011/01/24"	20.89	1813	14.80	27.50	2.69
	"Oklahoma"	"40"	"Jan 25, 2011"	"2011/01/25"	12.72	1813	10.20	16.30	1.47
	"Oklahoma"	"40"	"Jan 26, 2011"	"2011/01/26"	7.61	1813	5.00	11.80	1.49
	"Oklahoma"	"40"	"Jan 27, 2011"	"2011/01/27"	6.09	1813	1.60	11.30	2.46
	"Oklahoma"	"40"	"Jan 28, 2011"	"2011/01/28"	5.73	1813	4.00	9.10	0.95
	"Oklahoma"	"40"	"Jan 29, 2011"	"2011/01/29"	12.37	1813	11.70	14.50	0.51
	"Oklahoma"	"40"	"Jan 30, 2011"	"2011/01/30"	18.91	1813	14.60	21.90	1.82
	"Oklahoma"	"40"	"Jan 31, 2011"	"2011/01/31"	21.92	1813	13.50	29.00	3.79
	"Oklahoma"	"40"	"Feb 01, 2011"	"2011/02/01"	11.87	1813	10.60	13.00	0.62
	"Oklahoma"	"40"	"Feb 02, 2011"	"2011/02/02"	7.72	1813	3.60	13.90	2.72
	"Oklahoma"	"40"	"Feb 03, 2011"	"2011/02/03"	10.15	1813	5.30	15.00	2.74
	"Oklahoma"	"40"	"Feb 04, 2011"	"2011/02/04"	13.00	1813	9.50	16.60	1.34
	"Oklahoma"	"40"	"Feb 05, 2011"	"2011/02/05"	13.45	1813	11.40	16.90	0.97
	"Oklahoma"	"40"	"Feb 06, 2011"	"2011/02/06"	15.45	1813	10.20	20.80	2.14
	"Oklahoma"	"40"	"Feb 07, 2011"	"2011/02/07"	9.01	1813	7.20	11.30	0.99
	"Oklahoma"	"40"	"Feb 08, 2011"	"2011/02/08"	8.15	1813	7.70	8.70	0.23
	"Oklahoma"	"40"	"Feb 09, 2011"	"2011/02/09"	6.52	1813	4.70	8.30	0.74
	"Oklahoma"	"40"	"Feb 10, 2011"	"2011/02/10"	6.44	1813	2.90	11.10	1.81
	"Oklahoma"	"40"	"Feb 11, 2011"	"2011/02/11"	12.13	1813	7.40	16.60	2.61
	"Oklahoma"	"40"	"Feb 12, 2011"	"2011/02/12"	4.28	1813	1.50	6.90	0.88
	"Oklahoma"	"40"	"Feb 13, 2011"	"2011/02/13"	9.65	1813	7.40	12.70	1.25
	"Oklahoma"	"40"	"Feb 14, 2011"	"2011/02/14"	11.77	1813	9.70	14.80	1.15
	"Oklahoma"	"40"	"Feb 15, 2011"	"2011/02/15"	9.23	1813	7.30	12.70	1.06
	"Oklahoma"	"40"	"Feb 16, 2011"	"2011/02/16"	7.90	1813	6.00	10.50	1.01
	"Oklahoma"	"40"	"Feb 17, 2011"	"2011/02/17"	5.92	1813	1.70	11.70	2.67
	"Oklahoma"	"40"	"Feb 18, 2011"	"2011/02/18"	8.70	1813	6.70	12.00	1.26
	"Oklahoma"	"40"	"Feb 19, 2011"	"2011/02/19"	8.85	1813	5.00	11.30	1.52
	"Oklahoma"	"40"	"Feb 20, 2011"	"2011/02/20"	7.94	1813	2.90	11.90	2.44
	"Oklahoma"	"40"	"Feb 21, 2011"	"2011/02/21"	8.76	1813	6.40	11.30	1.35
	"Oklahoma"	"40"	"Feb 22, 2011"	"2011/02/22"	10.24	1813	7.90	14.40	1.61
	"Oklahoma"	"40"	"Feb 23, 2011"	"2011/02/23"	11.44	1813	8.90	16.50	1.90
	"Oklahoma"	"40"	"Feb 24, 2011"	"2011/02/24"	14.32	1813	9.50	17.10	1.40
	"Oklahoma"	"40"	"Feb 25, 2011"	"2011/02/25"	11.68	1813	6.70	18.20	2.56
	"Oklahoma"	"40"	"Feb 26, 2011"	"2011/02/26"	11.31	1813	8.80	13.80	1.37
	"Oklahoma"	"40"	"Feb 27, 2011"	"2011/02/27"	5.78	1813	2.10	9.10	1.28
	"Oklahoma"	"40"	"Feb 28, 2011"	"2011/02/28"	7.29	1813	5.70	9.40	0.82
	"Oklahoma"	"40"	"Mar 01, 2011"	"2011/03/01"	7.70	1813	6.50	11.40	0.82
	"Oklahoma"	"40"	"Mar 02, 2011"	"2011/03/02"	13.94	1813	12.20	15.90	0.77
	"Oklahoma"	"40"	"Mar 03, 2011"	"2011/03/03"	13.92	1813	10.30	17.30	1.45
	"Oklahoma"	"40"	"Mar 04, 2011"	"2011/03/04"	11.59	1813	6.10	18.70	3.51
	"Oklahoma"	"40"	"Mar 05, 2011"	"2011/03/05"	7.56	1813	5.80	10.70	1.09
	"Oklahoma"	"40"	"Mar 06, 2011"	"2011/03/06"	7.43	1813	6.10	9.50	0.67
	"Oklahoma"	"40"	"Mar 07, 2011"	"2011/03/07"	8.95	1813	6.70	10.50	0.97
	"Oklahoma"	"40"	"Mar 08, 2011"	"2011/03/08"	7.50	1813	6.30	9.50	0.73
	"Oklahoma"	"40"	"Mar 09, 2011"	"2011/03/09"	7.16	1813	4.70	9.40	1.16
	"Oklahoma"	"40"	"Mar 10, 2011"	"2011/03/10"	6.56	1813	5.10	8.20	0.69
	"Oklahoma"	"40"	"Mar 11, 2011"	"2011/03/11"	9.48	1813	8.60	11.90	0.82
	"Oklahoma"	"40"	"Mar 12, 2011"	"2011/03/12"	14.03	1813	10.10	17.80	1.69
	"Oklahoma"	"40"	"Mar 13, 2011"	"2011/03/13"	12.83	1813	8.30	17.50	2.07
	"Oklahoma"	"40"	"Mar 14, 2011"	"2011/03/14"	7.70	1813	5.50	9.10	0.85
	"Oklahoma"	"40"	"Mar 15, 2011"	"2011/03/15"	6.17	1813	4.10	9.60	0.86
	"Oklahoma"	"40"	"Mar 16, 2011"	"2011/03/16"	8.66	1813	6.80	10.60	0.82
	"Oklahoma"	"40"	"Mar 17, 2011"	"2011/03/17"	8.05	1813	5.60	11.60	1.39
	"Oklahoma"	"40"	"Mar 18, 2011"	"2011/03/18"	14.42	1813	12.20	17.90	1.15
	"Oklahoma"	"40"	"Mar 19, 2011"	"2011/03/19"	13.22	1813	10.80	14.20	0.72
	"Oklahoma"	"40"	"Mar 20, 2011"	"2011/03/20"	12.58	1813	8.80	17.10	1.69
	"Oklahoma"	"40"	"Mar 21, 2011"	"2011/03/21"	12.78	1813	7.80	16.20	1.70
	"Oklahoma"	"40"	"Mar 22, 2011"	"2011/03/22"	9.06	1813	4.70	14.40	2.23
	"Oklahoma"	"40"	"Mar 23, 2011"	"2011/03/23"	9.04	1813	8.00	11.70	0.84
	"Oklahoma"	"40"	"Mar 24, 2011"	"2011/03/24"	4.11	1813	2.20	7.20	1.05
	"Oklahoma"	"40"	"Mar 25, 2011"	"2011/03/25"	14.88	1813	12.20	18.20	1.26
	"Oklahoma"	"40"	"Mar 26, 2011"	"2011/03/26"	15.54	1813	12.40	20.20	1.81
	"Oklahoma"	"40"	"Mar 27, 2011"	"2011/03/27"	15.35	1813	8.30	23.00	3.47
	"Oklahoma"	"40"	"Mar 28, 2011"	"2011/03/28"	12.08	1813	10.30	14.70	0.89
	"Oklahoma"	"40"	"Mar 29, 2011"	"2011/03/29"	12.98	1813	5.80	19.40	3.39
	"Oklahoma"	"40"	"Mar 30, 2011"	"2011/03/30"	11.68	1813	4.50	18.80	3.04
	"Oklahoma"	"40"	"Mar 31, 2011"	"2011/03/31"	14.08	1813	8.30	23.20	3.75
	"Oklahoma"	"40"	"Apr 01, 2011"	"2011/04/01"	5.23	1813	3.70	6.60	0.65
	"Oklahoma"	"40"	"Apr 02, 2011"	"2011/04/02"	5.27	1813	3.80	6.70	0.77
	"Oklahoma"	"40"	"Apr 03, 2011"	"2011/04/03"	10.94	1813	8.70	15.80	1.81
	"Oklahoma"	"40"	"Apr 04, 2011"	"2011/04/04"	5.19	1813	2.60	8.60	0.98
	"Oklahoma"	"40"	"Apr 05, 2011"	"2011/04/05"	2.89	1813	1.90	5.10	0.56
	"Oklahoma"	"40"	"Apr 06, 2011"	"2011/04/06"	6.49	1813	5.50	8.40	0.60
	"Oklahoma"	"40"	"Apr 07, 2011"	"2011/04/07"	7.87	1813	6.20	10.40	0.92
	"Oklahoma"	"40"	"Apr 08, 2011"	"2011/04/08"	13.64	1813	9.80	15.20	0.94
	"Oklahoma"	"40"	"Apr 09, 2011"	"2011/04/09"	9.75	1813	6.20	14.10	1.74
	"Oklahoma"	"40"	"Apr 10, 2011"	"2011/04/10"	11.06	1813	5.20	16.70	3.21
	"Oklahoma"	"40"	"Apr 11, 2011"	"2011/04/11"	6.95	1813	5.70	8.50	0.71
	"Oklahoma"	"40"	"Apr 12, 2011"	"2011/04/12"	9.98	1813	7.90	12.20	0.80
	"Oklahoma"	"40"	"Apr 13, 2011"	"2011/04/13"	11.72	1813	7.20	20.60	2.75
	"Oklahoma"	"40"	"Apr 14, 2011"	"2011/04/14"	13.40	1813	12.10	15.10	0.59
	"Oklahoma"	"40"	"Apr 15, 2011"	"2011/04/15"	10.25	1813	6.10	15.50	2.07
	"Oklahoma"	"40"	"Apr 16, 2011"	"2011/04/16"	9.51	1813	6.50	14.00	1.62
	"Oklahoma"	"40"	"Apr 17, 2011"	"2011/04/17"	13.35	1813	3.80	18.00	3.01
	"Oklahoma"	"40"	"Apr 18, 2011"	"2011/04/18"	13.81	1813	9.50	18.70	1.85
	"Oklahoma"	"40"	"Apr 19, 2011"	"2011/04/19"	7.44	1813	5.20	11.60	1.37
	"Oklahoma"	"40"	"Apr 20, 2011"	"2011/04/20"	5.17	1813	3.70	8.00	1.00
	"Oklahoma"	"40"	"Apr 21, 2011"	"2011/04/21"	10.67	1813	5.30	18.00	2.38
	"Oklahoma"	"40"	"Apr 22, 2011"	"2011/04/22"	9.01	1813	4.60	15.80	2.92
	"Oklahoma"	"40"	"Apr 23, 2011"	"2011/04/23"	13.25	1813	7.20	17.10	2.15
	"Oklahoma"	"40"	"Apr 24, 2011"	"2011/04/24"	9.44	1813	3.80	14.30	2.45
	"Oklahoma"	"40"	"Apr 25, 2011"	"2011/04/25"	4.20	1813	3.20	6.00	0.56
	"Oklahoma"	"40"	"Apr 26, 2011"	"2011/04/26"	4.42	1813	0.50	9.00	1.81
	"Oklahoma"	"40"	"Apr 27, 2011"	"2011/04/27"	6.46	1813	2.60	10.70	1.86
	"Oklahoma"	"40"	"Apr 28, 2011"	"2011/04/28"	4.08	1813	2.70	5.50	0.50
	"Oklahoma"	"40"	"Apr 29, 2011"	"2011/04/29"	6.26	1813	3.80	9.10	0.90
	"Oklahoma"	"40"	"Apr 30, 2011"	"2011/04/30"	9.60	1813	6.00	14.30	1.79
	"Oklahoma"	"40"	"May 01, 2011"	"2011/05/01"	7.92	1813	3.20	12.00	1.59
	"Oklahoma"	"40"	"May 02, 2011"	"2011/05/02"	3.72	1813	1.20	12.10	1.92
	"Oklahoma"	"40"	"May 03, 2011"	"2011/05/03"	4.67	1813	3.40	6.50	0.79
	"Oklahoma"	"40"	"May 04, 2011"	"2011/05/04"	7.82	1813	5.50	11.50	1.07
	"Oklahoma"	"40"	"May 05, 2011"	"2011/05/05"	8.44	1813	6.10	11.00	1.07
	"Oklahoma"	"40"	"May 06, 2011"	"2011/05/06"	6.72	1813	2.60	10.80	1.55
	"Oklahoma"	"40"	"May 07, 2011"	"2011/05/07"	12.65	1813	11.50	14.80	0.62
	"Oklahoma"	"40"	"May 08, 2011"	"2011/05/08"	13.82	1813	10.60	16.60	1.34
	"Oklahoma"	"40"	"May 09, 2011"	"2011/05/09"	15.16	1813	13.10	17.40	0.75
	"Oklahoma"	"40"	"May 10, 2011"	"2011/05/10"	19.96	1813	12.80	26.10	3.32
	"Oklahoma"	"40"	"May 11, 2011"	"2011/05/11"	6.94	1813	3.90	14.30	2.12
	"Oklahoma"	"40"	"May 12, 2011"	"2011/05/12"	6.18	1813	4.10	10.70	1.30
	"Oklahoma"	"40"	"May 13, 2011"	"2011/05/13"	5.88	1813	4.30	8.10	0.97
	"Oklahoma"	"40"	"May 14, 2011"	"2011/05/14"	3.98	1813	2.50	8.60	1.08
	"Oklahoma"	"40"	"May 15, 2011"	"2011/05/15"	5.73	1813	2.00	10.70	1.31
	"Oklahoma"	"40"	"May 16, 2011"	"2011/05/16"	5.26	1813	3.40	7.00	0.60
	"Oklahoma"	"40"	"May 17, 2011"	"2011/05/17"	8.59	1813	5.00	11.80	1.12
	"Oklahoma"	"40"	"May 18, 2011"	"2011/05/18"	10.86	1813	5.70	15.30	1.60
	"Oklahoma"	"40"	"May 19, 2011"	"2011/05/19"	12.63	1813	10.40	18.00	1.68
	"Oklahoma"	"40"	"May 20, 2011"	"2011/05/20"	13.65	1813	8.30	20.20	3.16
	"Oklahoma"	"40"	"May 21, 2011"	"2011/05/21"	6.94	1813	2.90	11.60	2.05
	"Oklahoma"	"40"	"May 22, 2011"	"2011/05/22"	11.40	1813	6.90	17.30	2.29
	"Oklahoma"	"40"	"May 23, 2011"	"2011/05/23"	8.15	1813	6.00	10.90	0.89
	"Oklahoma"	"40"	"May 24, 2011"	"2011/05/24"	13.03	1813	9.90	16.80	1.59
	"Oklahoma"	"40"	"May 25, 2011"	"2011/05/25"	11.61	1813	5.70	17.20	3.39
	"Oklahoma"	"40"	"May 26, 2011"	"2011/05/26"	10.43	1813	8.30	13.40	0.73
	"Oklahoma"	"40"	"May 27, 2011"	"2011/05/27"	6.52	1813	4.20	8.10	1.15
