"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)
	"Tennessee"	"47"	"Sep 21, 2011"	"2011/09/21"	81.50	697	64.20	88.00	65.16	697	54.70	70.00	86.01	475	81.60	89.10
	"Tennessee"	"47"	"Sep 22, 2011"	"2011/09/22"	80.73	697	70.00	84.10	62.41	697	54.10	70.40	83.61	480	80.50	86.30
	"Tennessee"	"47"	"Sep 23, 2011"	"2011/09/23"	70.08	697	62.40	75.90	54.73	697	47.40	61.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Sep 24, 2011"	"2011/09/24"	76.92	697	67.30	84.40	52.00	697	45.40	58.50	80.10	132	79.30	81.90
	"Tennessee"	"47"	"Sep 25, 2011"	"2011/09/25"	81.69	697	70.10	89.80	58.39	697	54.00	66.00	84.46	494	81.10	91.40
	"Tennessee"	"47"	"Sep 26, 2011"	"2011/09/26"	75.02	697	67.00	83.50	58.79	697	51.70	69.90	83.50	96	81.60	85.40
	"Tennessee"	"47"	"Sep 27, 2011"	"2011/09/27"	76.13	697	66.20	83.10	53.51	697	45.40	62.30	80.50	35	79.90	81.60
	"Tennessee"	"47"	"Sep 28, 2011"	"2011/09/28"	77.75	697	65.10	87.20	60.08	697	49.30	63.40	82.39	208	80.30	85.00
	"Tennessee"	"47"	"Sep 29, 2011"	"2011/09/29"	80.25	697	64.90	91.50	57.36	697	48.60	61.40	84.03	371	80.90	89.50
	"Tennessee"	"47"	"Sep 30, 2011"	"2011/09/30"	66.81	697	54.50	76.20	48.32	697	38.90	54.80	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 01, 2011"	"2011/10/01"	59.77	697	43.80	70.40	42.44	697	33.70	50.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 02, 2011"	"2011/10/02"	62.33	697	45.70	72.40	40.79	697	29.80	46.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 03, 2011"	"2011/10/03"	69.26	697	51.40	78.70	40.31	697	31.60	46.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 04, 2011"	"2011/10/04"	73.32	697	59.50	81.50	47.60	697	36.50	52.40	79.19	8	78.90	79.60
	"Tennessee"	"47"	"Oct 05, 2011"	"2011/10/05"	77.97	697	66.40	84.30	49.16	697	41.00	52.70	80.51	178	80.00	81.90
	"Tennessee"	"47"	"Oct 06, 2011"	"2011/10/06"	80.25	697	66.80	85.70	53.40	697	44.40	58.10	81.62	416	80.10	83.60
	"Tennessee"	"47"	"Oct 07, 2011"	"2011/10/07"	80.81	697	67.20	87.60	55.59	697	45.60	59.80	81.76	443	79.80	85.00
	"Tennessee"	"47"	"Oct 08, 2011"	"2011/10/08"	78.07	697	63.30	86.70	53.40	697	43.00	57.90	82.51	218	79.90	85.70
	"Tennessee"	"47"	"Oct 09, 2011"	"2011/10/09"	76.90	697	62.50	85.40	50.09	697	42.80	55.70	80.83	153	79.70	83.00
	"Tennessee"	"47"	"Oct 10, 2011"	"2011/10/10"	76.24	697	60.50	83.80	59.56	697	47.70	64.30	81.42	123	80.40	83.10
	"Tennessee"	"47"	"Oct 11, 2011"	"2011/10/11"	67.64	697	53.50	81.50	59.06	697	47.10	63.90	81.14	17	80.70	81.70
	"Tennessee"	"47"	"Oct 12, 2011"	"2011/10/12"	73.61	697	64.60	80.60	60.06	697	47.50	64.70	80.91	11	80.60	81.20
	"Tennessee"	"47"	"Oct 13, 2011"	"2011/10/13"	69.22	697	52.10	78.40	54.80	697	45.00	59.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 14, 2011"	"2011/10/14"	73.16	697	55.30	82.60	48.17	697	43.40	54.80	79.09	103	78.60	80.20
	"Tennessee"	"47"	"Oct 15, 2011"	"2011/10/15"	69.59	697	54.80	78.70	47.04	697	39.50	55.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 16, 2011"	"2011/10/16"	81.59	697	67.10	89.40	46.01	697	38.30	54.70	82.64	440	79.00	86.20
	"Tennessee"	"47"	"Oct 17, 2011"	"2011/10/17"	80.22	697	68.00	88.00	53.63	697	47.10	60.20	81.93	370	79.40	84.90
	"Tennessee"	"47"	"Oct 18, 2011"	"2011/10/18"	73.19	697	53.50	81.70	50.76	697	45.60	60.40	81.09	49	80.30	82.00
	"Tennessee"	"47"	"Oct 19, 2011"	"2011/10/19"	53.42	697	46.40	65.30	42.82	697	33.50	45.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 20, 2011"	"2011/10/20"	52.10	697	37.10	61.10	40.43	697	29.20	43.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 21, 2011"	"2011/10/21"	58.03	697	43.40	65.50	36.06	697	24.70	43.80	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 22, 2011"	"2011/10/22"	64.22	697	49.50	75.20	39.25	697	27.80	44.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 23, 2011"	"2011/10/23"	67.15	697	54.40	71.60	41.05	697	29.80	46.90	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 24, 2011"	"2011/10/24"	71.98	697	57.50	79.60	46.97	697	38.80	51.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 25, 2011"	"2011/10/25"	74.94	697	61.60	82.00	47.99	697	37.00	54.00	79.70	142	79.20	80.30
	"Tennessee"	"47"	"Oct 26, 2011"	"2011/10/26"	76.48	697	60.90	83.80	51.00	697	42.70	57.80	81.62	184	80.40	83.40
	"Tennessee"	"47"	"Oct 27, 2011"	"2011/10/27"	63.91	697	56.30	75.00	48.52	697	41.80	56.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 28, 2011"	"2011/10/28"	50.20	697	42.70	56.10	41.05	697	32.70	45.80	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 29, 2011"	"2011/10/29"	55.97	697	38.40	63.80	36.05	697	27.60	41.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 30, 2011"	"2011/10/30"	60.06	697	46.30	65.30	35.46	697	27.20	38.90	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Oct 31, 2011"	"2011/10/31"	61.33	697	44.60	68.40	36.39	697	25.80	42.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 01, 2011"	"2011/11/01"	65.19	697	50.40	72.70	38.46	697	29.60	43.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 02, 2011"	"2011/11/02"	66.68	697	54.80	73.40	39.91	697	31.80	44.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 03, 2011"	"2011/11/03"	58.11	697	51.90	65.00	43.31	697	33.30	48.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 04, 2011"	"2011/11/04"	61.21	697	48.70	63.80	44.59	697	36.20	47.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 05, 2011"	"2011/11/05"	63.98	697	45.60	68.80	40.04	697	28.80	43.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 06, 2011"	"2011/11/06"	63.92	697	51.70	69.80	38.10	697	29.80	45.70	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 07, 2011"	"2011/11/07"	67.53	697	54.10	75.00	48.05	697	34.00	59.80	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 08, 2011"	"2011/11/08"	69.79	697	55.20	80.40	54.53	697	36.80	62.40	80.70	6	80.60	80.90
	"Tennessee"	"47"	"Nov 09, 2011"	"2011/11/09"	65.88	697	57.20	70.50	43.84	697	37.90	56.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 10, 2011"	"2011/11/10"	53.04	697	44.60	56.80	32.70	697	26.40	39.80	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 11, 2011"	"2011/11/11"	54.37	697	36.20	65.90	28.30	697	20.10	33.70	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 12, 2011"	"2011/11/12"	61.42	697	48.40	65.80	33.97	697	26.40	41.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 13, 2011"	"2011/11/13"	68.54	697	52.10	80.10	48.72	697	36.60	60.80	80.70	2	80.70	80.70
	"Tennessee"	"47"	"Nov 14, 2011"	"2011/11/14"	77.37	697	60.50	84.90	58.86	697	46.30	65.40	83.35	242	80.90	85.90
	"Tennessee"	"47"	"Nov 15, 2011"	"2011/11/15"	67.92	697	58.50	77.70	53.93	697	44.70	62.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 16, 2011"	"2011/11/16"	61.63	697	54.70	66.60	45.79	697	41.50	55.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 17, 2011"	"2011/11/17"	47.96	697	41.50	55.20	32.52	697	22.80	35.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 18, 2011"	"2011/11/18"	51.81	697	39.10	56.00	29.47	697	21.00	32.30	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 19, 2011"	"2011/11/19"	62.82	697	47.50	70.60	35.70	697	28.60	40.70	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 20, 2011"	"2011/11/20"	70.61	697	60.20	76.30	51.84	697	42.00	59.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 21, 2011"	"2011/11/21"	68.56	697	57.60	75.20	59.05	697	48.20	65.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 22, 2011"	"2011/11/22"	70.75	697	61.10	75.00	56.29	697	50.30	62.90	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 23, 2011"	"2011/11/23"	59.57	697	51.90	65.40	43.59	697	32.10	49.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 24, 2011"	"2011/11/24"	60.03	697	49.20	65.60	39.90	697	29.40	44.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 25, 2011"	"2011/11/25"	62.39	697	54.70	66.60	38.41	697	31.90	43.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 26, 2011"	"2011/11/26"	67.61	697	53.30	72.70	45.40	697	37.20	52.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 27, 2011"	"2011/11/27"	61.65	697	55.90	67.80	45.64	697	37.40	59.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 28, 2011"	"2011/11/28"	47.67	697	38.30	61.20	38.96	697	32.90	53.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 29, 2011"	"2011/11/29"	42.30	697	32.90	55.60	34.49	697	24.00	37.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Nov 30, 2011"	"2011/11/30"	42.84	697	33.70	46.70	30.21	697	22.40	36.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 01, 2011"	"2011/12/01"	50.77	697	41.00	56.40	29.36	697	20.90	34.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 02, 2011"	"2011/12/02"	53.79	697	45.80	59.70	32.01	697	27.30	36.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 03, 2011"	"2011/12/03"	59.04	697	44.60	64.10	36.65	697	29.60	40.70	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 04, 2011"	"2011/12/04"	61.02	697	50.00	67.00	42.19	697	32.40	55.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 05, 2011"	"2011/12/05"	61.37	697	51.40	67.00	46.25	697	36.70	55.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 06, 2011"	"2011/12/06"	53.82	697	42.50	63.30	44.52	697	31.80	56.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 07, 2011"	"2011/12/07"	46.00	697	38.80	56.20	29.14	697	21.70	34.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 08, 2011"	"2011/12/08"	44.78	697	38.00	48.30	27.75	697	19.60	30.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 09, 2011"	"2011/12/09"	47.31	697	39.50	51.30	30.05	697	23.30	33.70	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 10, 2011"	"2011/12/10"	39.87	697	31.60	44.40	26.81	697	19.60	31.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 11, 2011"	"2011/12/11"	45.87	697	35.30	50.00	25.69	697	18.90	29.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 12, 2011"	"2011/12/12"	50.16	697	44.20	55.90	30.04	697	23.10	36.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 13, 2011"	"2011/12/13"	55.25	697	48.30	61.80	42.21	697	34.90	47.40	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 14, 2011"	"2011/12/14"	64.24	697	54.80	67.50	46.34	697	38.90	52.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 15, 2011"	"2011/12/15"	65.89	697	53.50	70.40	49.14	697	41.70	54.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 16, 2011"	"2011/12/16"	50.94	697	43.10	58.80	33.84	697	28.60	45.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 17, 2011"	"2011/12/17"	44.10	697	34.40	48.10	29.42	697	24.10	35.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 18, 2011"	"2011/12/18"	50.02	697	36.40	55.30	30.59	697	23.30	34.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 19, 2011"	"2011/12/19"	56.32	697	44.50	62.10	37.54	697	28.60	43.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 20, 2011"	"2011/12/20"	63.18	697	54.00	69.80	41.88	697	34.40	47.50	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 21, 2011"	"2011/12/21"	60.17	697	53.10	63.40	48.68	697	43.50	56.20	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 22, 2011"	"2011/12/22"	56.60	697	50.10	65.80	45.71	697	41.20	54.30	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 23, 2011"	"2011/12/23"	49.32	697	43.80	56.30	36.10	697	29.50	44.30	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 24, 2011"	"2011/12/24"	47.29	697	39.30	52.80	32.15	697	25.90	37.30	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 25, 2011"	"2011/12/25"	52.82	697	42.60	56.40	34.89	697	29.40	41.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 26, 2011"	"2011/12/26"	52.13	697	43.30	57.80	30.83	697	24.30	34.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 27, 2011"	"2011/12/27"	45.49	697	36.60	52.30	36.00	697	25.90	39.30	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 28, 2011"	"2011/12/28"	45.33	697	32.60	51.10	31.20	697	21.00	35.00	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 29, 2011"	"2011/12/29"	52.86	697	39.90	58.50	31.71	697	22.90	35.60	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 30, 2011"	"2011/12/30"	59.54	697	45.00	64.40	38.78	697	30.10	45.10	Missing	0	Missing	Missing
	"Tennessee"	"47"	"Dec 31, 2011"	"2011/12/31"	55.81	697	43.50	61.70	37.62	697	31.30	42.90	Missing	0	Missing	Missing
"Total"	"Tennessee"	"47"			69.49	254405	15.20	111.70	50.92	254405	2.00	83.30	94.06	88283	78.60	129.60
	"Texas"	"48"	"Jan 01, 2011"	"2011/01/01"	50.74	4154	25.60	73.40	33.26	4154	6.00	65.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 02, 2011"	"2011/01/02"	52.60	4154	35.20	69.40	28.19	4154	9.90	63.20	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 03, 2011"	"2011/01/03"	59.33	4154	39.60	75.10	32.64	4154	19.90	64.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 04, 2011"	"2011/01/04"	63.42	4154	40.70	84.20	42.03	4154	17.70	70.10	83.64	102	81.30	85.60
	"Texas"	"48"	"Jan 05, 2011"	"2011/01/05"	64.96	4154	44.20	84.90	41.76	4154	21.80	69.60	80.85	302	78.50	86.50
	"Texas"	"48"	"Jan 06, 2011"	"2011/01/06"	63.20	4154	46.50	79.00	37.42	4154	21.80	66.10	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 07, 2011"	"2011/01/07"	67.52	4154	50.80	81.80	39.05	4154	26.90	64.50	80.39	63	79.50	81.20
	"Texas"	"48"	"Jan 08, 2011"	"2011/01/08"	61.68	4154	48.10	81.70	39.63	4154	28.60	68.00	82.34	25	81.20	83.30
	"Texas"	"48"	"Jan 09, 2011"	"2011/01/09"	54.04	4154	33.30	78.20	37.01	4154	21.80	66.20	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 10, 2011"	"2011/01/10"	53.33	4154	25.80	77.40	31.80	4154	8.70	65.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 11, 2011"	"2011/01/11"	41.94	4154	27.40	66.20	26.38	4154	4.50	56.80	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 12, 2011"	"2011/01/12"	39.74	4154	20.60	59.30	25.78	4154	6.70	56.60	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 13, 2011"	"2011/01/13"	44.57	4154	32.80	61.30	27.53	4154	8.80	58.40	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 14, 2011"	"2011/01/14"	53.73	4154	35.90	66.70	31.56	4154	18.50	61.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 15, 2011"	"2011/01/15"	57.50	4154	47.90	71.70	39.80	4154	29.30	65.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 16, 2011"	"2011/01/16"	59.22	4154	47.60	71.60	42.64	4154	23.80	64.80	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 17, 2011"	"2011/01/17"	68.64	4154	56.70	78.90	41.84	4154	29.90	63.90	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 18, 2011"	"2011/01/18"	66.15	4154	50.60	86.40	44.97	4154	34.80	67.10	80.82	174	78.50	83.20
	"Texas"	"48"	"Jan 19, 2011"	"2011/01/19"	65.40	4154	45.80	77.50	40.39	4154	27.20	64.70	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 20, 2011"	"2011/01/20"	53.18	4154	35.10	81.20	31.27	4154	19.60	57.10	81.53	25	80.90	82.10
	"Texas"	"48"	"Jan 21, 2011"	"2011/01/21"	51.36	4154	38.40	67.20	26.29	4154	15.20	50.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 22, 2011"	"2011/01/22"	60.57	4154	46.90	70.10	31.56	4154	23.50	54.40	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 23, 2011"	"2011/01/23"	56.57	4154	41.40	76.60	35.82	4154	26.30	62.50	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 24, 2011"	"2011/01/24"	57.14	4154	43.90	68.90	35.06	4154	20.10	62.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 25, 2011"	"2011/01/25"	53.19	4154	41.30	68.70	36.17	4154	22.40	60.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 26, 2011"	"2011/01/26"	57.19	4154	44.00	68.50	33.32	4154	26.10	60.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 27, 2011"	"2011/01/27"	62.91	4154	46.70	70.40	34.97	4154	25.60	62.10	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 28, 2011"	"2011/01/28"	69.35	4154	50.50	75.90	39.07	4154	26.50	62.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Jan 29, 2011"	"2011/01/29"	71.65	4154	54.70	82.60	42.82	4154	29.80	67.50	81.95	76	80.60	82.70
	"Texas"	"48"	"Jan 30, 2011"	"2011/01/30"	68.47	4154	44.00	86.70	48.15	4154	28.00	68.70	81.75	530	78.40	85.40
	"Texas"	"48"	"Jan 31, 2011"	"2011/01/31"	70.04	4154	33.90	88.30	43.43	4154	14.20	66.90	82.45	580	78.80	85.90
	"Texas"	"48"	"Feb 01, 2011"	"2011/02/01"	50.12	4154	14.20	75.80	19.48	4154	-1.60	51.40	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 02, 2011"	"2011/02/02"	24.78	4154	5.60	51.40	14.72	4154	-3.80	41.60	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 03, 2011"	"2011/02/03"	25.60	4154	4.80	48.10	14.02	4154	-5.80	42.50	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 04, 2011"	"2011/02/04"	34.23	4154	19.80	49.30	18.91	4154	-3.40	40.00	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 05, 2011"	"2011/02/05"	52.61	4154	31.70	65.50	22.76	4154	6.60	48.80	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 06, 2011"	"2011/02/06"	57.14	4154	38.00	76.60	33.45	4154	21.30	61.50	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 07, 2011"	"2011/02/07"	52.00	4154	34.60	67.20	32.84	4154	15.00	55.90	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 08, 2011"	"2011/02/08"	57.30	4154	24.90	73.70	30.28	4154	8.50	59.40	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 09, 2011"	"2011/02/09"	44.30	4154	18.70	76.60	23.10	4154	1.90	50.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 10, 2011"	"2011/02/10"	39.89	4154	27.60	53.10	19.31	4154	4.50	44.80	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 11, 2011"	"2011/02/11"	51.32	4154	38.20	61.20	24.25	4154	13.30	50.30	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 12, 2011"	"2011/02/12"	59.85	4154	44.50	65.40	30.96	4154	23.00	56.10	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 13, 2011"	"2011/02/13"	68.86	4154	52.70	76.10	34.60	4154	24.40	59.70	Missing	0	Missing	Missing
	"Texas"	"48"	"Feb 14, 2011"	"2011/02/14"	69.97	4154	54.60	81.60	42.32	4154	32.40	65.50	80.24	112	79.70	80.90
	"Texas"	"48"	"Feb 15, 2011"	"2011/02/15"	76.88	4154	58.60	84.30	48.80	4154	33.60	66.70	79.85	940	78.00	82.50
	"Texas"	"48"	"Feb 16, 2011"	"2011/02/16"	79.10	4154	58.30	87.00	52.09	4154	39.10	66.60	81.02	1887	78.00	84.30
	"Texas"	"48"	"Feb 17, 2011"	"2011/02/17"	80.44	4154	58.70	87.70	54.13	4154	41.80	66.10	82.27	2590	78.20	87.20
	"Texas"	"48"	"Feb 18, 2011"	"2011/02/18"	79.15	4154	58.60	87.80	54.38	4154	36.70	64.50	82.31	2484	78.30	87.40
	"Texas"	"48"	"Feb 19, 2011"	"2011/02/19"	80.84	4154	59.10	88.30	53.48	4154	40.60	65.00	82.20	2624	78.30	87.80
	"Texas"	"48"	"Feb 20, 2011"	"2011/02/20"	78.78	4154	58.70	90.20	55.26	4154	40.80	65.70	82.15	2100	78.10	88.80
	"Texas"	"48"	"Feb 21, 2011"	"2011/02/21"	74.41	4154	51.70	92.90	50.10	4154	32.30	66.70	83.93	1410	78.30	91.00
	"Texas"	"48"	"Feb 22, 2011"	"2011/02/22"	71.87	4154	54.20	91.20	45.07	4154	24.60	68.00	84.90	703	78.30	91.80
	"Texas"	"48"	"Feb 23, 2011"	"2011/02/23"	81.15	4154	59.60	93.00	53.83	4154	36.20	67.90	85.19	2718	78.30	93.10
	"Texas"	"48"	"Feb 24, 2011"	"2011/02/24"	75.41	4154	48.30	95.50	51.72	4154	25.10	67.70	84.67	1520	78.30	93.20
	"Texas"	"48"	"Feb 25, 2011"	"2011/02/25"	68.11	4154	39.00	89.50	41.77	4154	18.10	67.20	81.51	555	78.10	85.80
	"Texas"	"48"	"Feb 26, 2011"	"2011/02/26"	79.98	4154	61.70	92.90	43.70	4154	17.90	67.10	83.86	2415	77.90	93.50
	"Texas"	"48"	"Feb 27, 2011"	"2011/02/27"	81.45	4154	49.10	98.80	55.32	4154	30.60	68.10	86.33	2690	78.10	98.20
	"Texas"	"48"	"Feb 28, 2011"	"2011/02/28"	69.04	4154	53.00	85.20	45.23	4154	22.20	67.50	79.37	364	78.00	82.00
	"Texas"	"48"	"Mar 01, 2011"	"2011/03/01"	71.15	4154	60.00	77.80	40.34	4154	31.90	62.80	Missing	0	Missing	Missing
	"Texas"	"48"	"Mar 02, 2011"	"2011/03/02"	75.80	4154	64.40	85.70	44.43	4154	35.50	61.60	79.45	505	78.00	82.60
	"Texas"	"48"	"Mar 03, 2011"	"2011/03/03"	79.99	4154	65.10	89.90	47.40	4154	36.60	63.70	81.40	1981	78.10	85.90
	"Texas"	"48"	"Mar 04, 2011"	"2011/03/04"	78.27	4154	56.80	87.20	51.48	4154	35.00	64.80	81.50	2247	78.00	86.00
	"Texas"	"48"	"Mar 05, 2011"	"2011/03/05"	62.57	4154	49.20	80.90	42.14	4154	26.40	63.60	82.02	4	81.40	82.70
	"Texas"	"48"	"Mar 06, 2011"	"2011/03/06"	65.37	4154	57.50	75.90	34.79	4154	26.10	59.60	Missing	0	Missing	Missing
	"Texas"	"48"	"Mar 07, 2011"	"2011/03/07"	73.10	4154	54.40	85.90	42.75	4154	34.00	62.10	79.45	768	78.00	82.70
	"Texas"	"48"	"Mar 08, 2011"	"2011/03/08"	77.59	4154	47.60	94.10	52.31	4154	27.70	67.00	84.10	1934	78.10	92.30
	"Texas"	"48"	"Mar 09, 2011"	"2011/03/09"	68.53	4154	56.40	89.40	44.72	4154	27.30	66.90	81.05	405	78.30	85.80
	"Texas"	"48"	"Mar 10, 2011"	"2011/03/10"	70.09	4154	60.40	78.70	41.13	4154	30.60	63.20	Missing	0	Missing	Missing
	"Texas"	"48"	"Mar 11, 2011"	"2011/03/11"	78.07	4154	62.30	87.00	42.31	4154	32.30	61.90	79.67	1365	78.00	83.60
	"Texas"	"48"	"Mar 12, 2011"	"2011/03/12"	79.75	4154	61.20	89.70	47.49	4154	36.90	63.80	82.03	2197	78.00	85.70
	"Texas"	"48"	"Mar 13, 2011"	"2011/03/13"	81.46	4154	58.00	92.00	51.74	4154	33.10	66.80	83.92	2869	78.00	90.70
	"Texas"	"48"	"Mar 14, 2011"	"2011/03/14"	70.65	4154	55.50	91.40	47.29	4154	26.80	66.60	85.14	511	78.30	91.80
	"Texas"	"48"	"Mar 15, 2011"	"2011/03/15"	74.87	4154	61.30	88.50	43.17	4154	31.30	67.60	81.27	1134	78.20	88.30
	"Texas"	"48"	"Mar 16, 2011"	"2011/03/16"	83.98	4154	63.20	92.10	52.40	4154	41.00	64.50	83.61	3383	78.10	89.90
	"Texas"	"48"	"Mar 17, 2011"	"2011/03/17"	87.80	4154	64.20	95.40	56.77	4154	45.30	67.70	85.77	3904	78.10	91.70
	"Texas"	"48"	"Mar 18, 2011"	"2011/03/18"	85.93	4154	61.00	93.60	57.43	4154	41.30	67.00	86.14	3529	78.10	90.70
