"Notes"	"County"	"County Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Newport County, RI"	"44005"	"Jun, 1979"	"1979/06"	25118.66	30	7023.80	30355.50
	"Newport County, RI"	"44005"	"Jul, 1979"	"1979/07"	23950.18	31	14512.20	29064.20
	"Newport County, RI"	"44005"	"Aug, 1979"	"1979/08"	18796.97	31	5681.40	27622.50
	"Newport County, RI"	"44005"	"Sep, 1979"	"1979/09"	17613.58	30	5683.90	23635.10
	"Newport County, RI"	"44005"	"Oct, 1979"	"1979/10"	10950.29	31	4587.90	17584.40
	"Newport County, RI"	"44005"	"Nov, 1979"	"1979/11"	8732.78	30	2729.30	13794.20
	"Newport County, RI"	"44005"	"Dec, 1979"	"1979/12"	7501.40	31	2660.70	10093.20
"Total"	"Newport County, RI"	"44005"			15075.45	365	2218.70	30355.50
	"Providence County, RI"	"44007"	"Jan, 1979"	"1979/01"	5695.45	186	2347.80	10254.90
	"Providence County, RI"	"44007"	"Feb, 1979"	"1979/02"	9744.14	168	3122.10	16171.50
	"Providence County, RI"	"44007"	"Mar, 1979"	"1979/03"	13013.79	186	3529.30	22989.10
	"Providence County, RI"	"44007"	"Apr, 1979"	"1979/04"	15885.66	180	4421.80	25557.10
	"Providence County, RI"	"44007"	"May, 1979"	"1979/05"	20279.07	186	7527.20	28704.20
	"Providence County, RI"	"44007"	"Jun, 1979"	"1979/06"	24316.94	180	8934.50	29835.90
	"Providence County, RI"	"44007"	"Jul, 1979"	"1979/07"	22698.28	186	15208.60	28432.60
	"Providence County, RI"	"44007"	"Aug, 1979"	"1979/08"	17744.94	186	5362.80	26754.90
	"Providence County, RI"	"44007"	"Sep, 1979"	"1979/09"	16407.48	180	5215.40	22075.80
	"Providence County, RI"	"44007"	"Oct, 1979"	"1979/10"	10405.90	186	4119.00	17212.50
	"Providence County, RI"	"44007"	"Nov, 1979"	"1979/11"	7970.37	180	2668.70	13452.10
	"Providence County, RI"	"44007"	"Dec, 1979"	"1979/12"	7244.18	186	3006.50	9974.00
"Total"	"Providence County, RI"	"44007"			14300.77	2190	2347.80	29835.90
	"Washington County, RI"	"44009"	"Jan, 1979"	"1979/01"	5942.48	155	2348.20	11080.80
	"Washington County, RI"	"44009"	"Feb, 1979"	"1979/02"	10241.48	140	3318.70	17226.80
	"Washington County, RI"	"44009"	"Mar, 1979"	"1979/03"	14178.36	155	3616.60	25330.90
	"Washington County, RI"	"44009"	"Apr, 1979"	"1979/04"	16614.94	150	4564.60	27227.00
	"Washington County, RI"	"44009"	"May, 1979"	"1979/05"	21241.99	155	7940.40	29779.70
	"Washington County, RI"	"44009"	"Jun, 1979"	"1979/06"	24926.77	150	7342.60	31094.40
	"Washington County, RI"	"44009"	"Jul, 1979"	"1979/07"	23876.49	155	14147.20	29718.30
	"Washington County, RI"	"44009"	"Aug, 1979"	"1979/08"	18776.13	155	5563.10	28436.80
	"Washington County, RI"	"44009"	"Sep, 1979"	"1979/09"	17355.46	150	5083.50	24021.60
	"Washington County, RI"	"44009"	"Oct, 1979"	"1979/10"	10912.70	155	3939.80	18396.00
	"Washington County, RI"	"44009"	"Nov, 1979"	"1979/11"	8661.18	150	2737.00	13900.20
	"Washington County, RI"	"44009"	"Dec, 1979"	"1979/12"	7536.41	155	2802.80	10218.00
"Total"	"Washington County, RI"	"44009"			15040.86	1825	2348.20	31094.40
	"Abbeville County, SC"	"45001"	"Jan, 1979"	"1979/01"	9548.04	279	2323.10	14383.80
	"Abbeville County, SC"	"45001"	"Feb, 1979"	"1979/02"	11804.10	252	3872.30	18469.20
	"Abbeville County, SC"	"45001"	"Mar, 1979"	"1979/03"	16803.38	279	6477.50	22717.80
	"Abbeville County, SC"	"45001"	"Apr, 1979"	"1979/04"	19843.15	270	8346.10	26210.40
	"Abbeville County, SC"	"45001"	"May, 1979"	"1979/05"	22061.78	279	11766.60	31393.70
	"Abbeville County, SC"	"45001"	"Jun, 1979"	"1979/06"	23427.62	270	9081.30	32795.60
	"Abbeville County, SC"	"45001"	"Jul, 1979"	"1979/07"	21826.01	279	5716.80	33139.50
	"Abbeville County, SC"	"45001"	"Aug, 1979"	"1979/08"	22482.83	279	11478.60	30401.50
	"Abbeville County, SC"	"45001"	"Sep, 1979"	"1979/09"	15177.04	270	6138.40	24478.20
	"Abbeville County, SC"	"45001"	"Oct, 1979"	"1979/10"	16305.43	279	6490.90	21260.50
	"Abbeville County, SC"	"45001"	"Nov, 1979"	"1979/11"	10978.34	270	3155.70	15477.20
	"Abbeville County, SC"	"45001"	"Dec, 1979"	"1979/12"	8937.63	279	2202.80	12483.00
"Total"	"Abbeville County, SC"	"45001"			16630.73	3285	2202.80	33139.50
	"Aiken County, SC"	"45003"	"Jan, 1979"	"1979/01"	10070.86	558	2908.00	15069.60
	"Aiken County, SC"	"45003"	"Feb, 1979"	"1979/02"	12012.18	504	4275.10	19509.30
	"Aiken County, SC"	"45003"	"Mar, 1979"	"1979/03"	17886.74	558	9065.60	23591.70
	"Aiken County, SC"	"45003"	"Apr, 1979"	"1979/04"	20268.15	540	6965.10	26057.00
	"Aiken County, SC"	"45003"	"May, 1979"	"1979/05"	22361.45	558	14126.30	31864.90
	"Aiken County, SC"	"45003"	"Jun, 1979"	"1979/06"	22762.98	540	9110.80	33157.20
	"Aiken County, SC"	"45003"	"Jul, 1979"	"1979/07"	22776.34	558	6247.70	35259.70
	"Aiken County, SC"	"45003"	"Aug, 1979"	"1979/08"	23313.15	558	9866.50	31043.90
	"Aiken County, SC"	"45003"	"Sep, 1979"	"1979/09"	14588.06	540	6422.30	24909.10
	"Aiken County, SC"	"45003"	"Oct, 1979"	"1979/10"	16787.12	558	7846.30	21285.10
	"Aiken County, SC"	"45003"	"Nov, 1979"	"1979/11"	11929.13	540	4297.80	16378.40
	"Aiken County, SC"	"45003"	"Dec, 1979"	"1979/12"	9575.26	558	2778.60	13302.80
"Total"	"Aiken County, SC"	"45003"			17064.90	6570	2778.60	35259.70
	"Allendale County, SC"	"45005"	"Jan, 1979"	"1979/01"	10303.92	217	2543.50	15075.00
	"Allendale County, SC"	"45005"	"Feb, 1979"	"1979/02"	12064.50	196	4064.00	19625.80
	"Allendale County, SC"	"45005"	"Mar, 1979"	"1979/03"	18168.16	217	10708.30	23917.50
	"Allendale County, SC"	"45005"	"Apr, 1979"	"1979/04"	20280.51	210	7614.60	26823.60
	"Allendale County, SC"	"45005"	"May, 1979"	"1979/05"	22456.97	217	13055.60	32133.50
	"Allendale County, SC"	"45005"	"Jun, 1979"	"1979/06"	23195.90	210	9797.10	33290.90
	"Allendale County, SC"	"45005"	"Jul, 1979"	"1979/07"	23379.77	217	10410.80	35316.50
	"Allendale County, SC"	"45005"	"Aug, 1979"	"1979/08"	23909.77	217	9765.30	31134.20
	"Allendale County, SC"	"45005"	"Sep, 1979"	"1979/09"	14567.42	210	6277.60	24055.10
	"Allendale County, SC"	"45005"	"Oct, 1979"	"1979/10"	16987.80	217	9103.10	21376.80
	"Allendale County, SC"	"45005"	"Nov, 1979"	"1979/11"	12505.10	210	6984.50	16922.60
	"Allendale County, SC"	"45005"	"Dec, 1979"	"1979/12"	10251.53	217	2236.50	13527.50
"Total"	"Allendale County, SC"	"45005"			17379.37	2555	2236.50	35316.50
	"Anderson County, SC"	"45007"	"Jan, 1979"	"1979/01"	9197.57	341	2280.40	14163.10
	"Anderson County, SC"	"45007"	"Feb, 1979"	"1979/02"	11531.96	308	3966.70	18182.00
	"Anderson County, SC"	"45007"	"Mar, 1979"	"1979/03"	16805.64	341	6051.20	23038.70
	"Anderson County, SC"	"45007"	"Apr, 1979"	"1979/04"	19993.32	330	6612.50	26650.40
	"Anderson County, SC"	"45007"	"May, 1979"	"1979/05"	22032.54	341	10854.70	31290.20
	"Anderson County, SC"	"45007"	"Jun, 1979"	"1979/06"	23592.59	330	9575.90	32307.80
	"Anderson County, SC"	"45007"	"Jul, 1979"	"1979/07"	21191.97	341	5762.70	32852.10
	"Anderson County, SC"	"45007"	"Aug, 1979"	"1979/08"	22328.39	341	11893.40	30248.70
	"Anderson County, SC"	"45007"	"Sep, 1979"	"1979/09"	15600.77	330	5204.20	24403.80
	"Anderson County, SC"	"45007"	"Oct, 1979"	"1979/10"	15967.98	341	6413.60	20931.80
	"Anderson County, SC"	"45007"	"Nov, 1979"	"1979/11"	10596.17	330	3161.80	14966.10
	"Anderson County, SC"	"45007"	"Dec, 1979"	"1979/12"	8700.58	341	2196.60	12178.30
"Total"	"Anderson County, SC"	"45007"			16491.36	4015	2196.60	32852.10
	"Bamberg County, SC"	"45009"	"Jan, 1979"	"1979/01"	10388.97	217	2747.60	15496.20
	"Bamberg County, SC"	"45009"	"Feb, 1979"	"1979/02"	12238.54	196	4308.70	19696.80
	"Bamberg County, SC"	"45009"	"Mar, 1979"	"1979/03"	18239.50	217	9952.60	24150.40
	"Bamberg County, SC"	"45009"	"Apr, 1979"	"1979/04"	20491.76	210	7827.80	26467.60
	"Bamberg County, SC"	"45009"	"May, 1979"	"1979/05"	22510.74	217	12424.10	32161.90
	"Bamberg County, SC"	"45009"	"Jun, 1979"	"1979/06"	22687.31	210	9908.30	33001.90
	"Bamberg County, SC"	"45009"	"Jul, 1979"	"1979/07"	23316.98	217	7725.20	35732.30
	"Bamberg County, SC"	"45009"	"Aug, 1979"	"1979/08"	23552.40	217	9282.60	31431.00
	"Bamberg County, SC"	"45009"	"Sep, 1979"	"1979/09"	14304.71	210	6520.20	24814.10
	"Bamberg County, SC"	"45009"	"Oct, 1979"	"1979/10"	16902.99	217	8733.50	21246.60
	"Bamberg County, SC"	"45009"	"Nov, 1979"	"1979/11"	12318.36	210	6464.50	16559.90
	"Bamberg County, SC"	"45009"	"Dec, 1979"	"1979/12"	10210.32	217	2436.10	13519.10
"Total"	"Bamberg County, SC"	"45009"			17302.80	2555	2436.10	35732.30
	"Barnwell County, SC"	"45011"	"Jan, 1979"	"1979/01"	10264.07	248	2740.70	15086.70
	"Barnwell County, SC"	"45011"	"Feb, 1979"	"1979/02"	12079.93	224	4201.40	19380.70
	"Barnwell County, SC"	"45011"	"Mar, 1979"	"1979/03"	18111.34	248	9760.00	23785.10
	"Barnwell County, SC"	"45011"	"Apr, 1979"	"1979/04"	20362.17	240	7582.70	26136.90
	"Barnwell County, SC"	"45011"	"May, 1979"	"1979/05"	22387.65	248	13925.00	31959.90
	"Barnwell County, SC"	"45011"	"Jun, 1979"	"1979/06"	22946.16	240	9222.30	33295.80
	"Barnwell County, SC"	"45011"	"Jul, 1979"	"1979/07"	23275.35	248	7658.10	35521.10
	"Barnwell County, SC"	"45011"	"Aug, 1979"	"1979/08"	23726.01	248	9933.80	31146.70
	"Barnwell County, SC"	"45011"	"Sep, 1979"	"1979/09"	14592.00	240	7001.80	24755.20
	"Barnwell County, SC"	"45011"	"Oct, 1979"	"1979/10"	16877.28	248	8650.10	21025.40
	"Barnwell County, SC"	"45011"	"Nov, 1979"	"1979/11"	12200.36	240	5746.30	16458.10
	"Barnwell County, SC"	"45011"	"Dec, 1979"	"1979/12"	9918.41	248	2701.00	13299.00
"Total"	"Barnwell County, SC"	"45011"			17267.46	2920	2701.00	35521.10
	"Beaufort County, SC"	"45013"	"Jan, 1979"	"1979/01"	11434.72	279	2937.10	16674.60
	"Beaufort County, SC"	"45013"	"Feb, 1979"	"1979/02"	12792.15	252	2734.50	21735.50
	"Beaufort County, SC"	"45013"	"Mar, 1979"	"1979/03"	19675.47	279	8474.20	26326.60
	"Beaufort County, SC"	"45013"	"Apr, 1979"	"1979/04"	21880.31	270	7184.40	30070.00
	"Beaufort County, SC"	"45013"	"May, 1979"	"1979/05"	24119.40	279	13298.40	33425.80
	"Beaufort County, SC"	"45013"	"Jun, 1979"	"1979/06"	23236.96	270	11914.90	33146.70
	"Beaufort County, SC"	"45013"	"Jul, 1979"	"1979/07"	24933.38	279	13025.60	36118.70
	"Beaufort County, SC"	"45013"	"Aug, 1979"	"1979/08"	24469.72	279	10947.00	32471.80
	"Beaufort County, SC"	"45013"	"Sep, 1979"	"1979/09"	14967.13	270	6033.10	23500.10
	"Beaufort County, SC"	"45013"	"Oct, 1979"	"1979/10"	18092.55	279	10478.50	22929.20
	"Beaufort County, SC"	"45013"	"Nov, 1979"	"1979/11"	13439.82	270	7615.30	18028.60
	"Beaufort County, SC"	"45013"	"Dec, 1979"	"1979/12"	11214.39	279	2061.80	14481.90
"Total"	"Beaufort County, SC"	"45013"			18400.10	3285	2061.80	36118.70
	"Berkeley County, SC"	"45015"	"Jan, 1979"	"1979/01"	10650.51	620	3166.70	16354.80
	"Berkeley County, SC"	"45015"	"Feb, 1979"	"1979/02"	12488.05	560	2969.80	21598.20
	"Berkeley County, SC"	"45015"	"Mar, 1979"	"1979/03"	18746.70	620	6773.00	26841.20
	"Berkeley County, SC"	"45015"	"Apr, 1979"	"1979/04"	21773.97	600	8523.30	31018.40
	"Berkeley County, SC"	"45015"	"May, 1979"	"1979/05"	23246.49	620	10282.70	35475.80
	"Berkeley County, SC"	"45015"	"Jun, 1979"	"1979/06"	22153.77	600	9832.20	35572.70
	"Berkeley County, SC"	"45015"	"Jul, 1979"	"1979/07"	23293.62	620	7156.20	38899.90
	"Berkeley County, SC"	"45015"	"Aug, 1979"	"1979/08"	23431.32	620	9317.40	34138.30
	"Berkeley County, SC"	"45015"	"Sep, 1979"	"1979/09"	13978.35	600	6472.20	26280.50
	"Berkeley County, SC"	"45015"	"Oct, 1979"	"1979/10"	16971.45	620	9344.50	22730.90
	"Berkeley County, SC"	"45015"	"Nov, 1979"	"1979/11"	12607.26	600	5833.40	17732.80
	"Berkeley County, SC"	"45015"	"Dec, 1979"	"1979/12"	10589.99	620	2209.10	13821.80
"Total"	"Berkeley County, SC"	"45015"			17533.97	7300	2209.10	38899.90
	"Calhoun County, SC"	"45017"	"Jan, 1979"	"1979/01"	10171.47	186	3059.60	15371.40
	"Calhoun County, SC"	"45017"	"Feb, 1979"	"1979/02"	12241.78	168	5045.80	19360.00
	"Calhoun County, SC"	"45017"	"Mar, 1979"	"1979/03"	17914.44	186	8316.50	23949.80
	"Calhoun County, SC"	"45017"	"Apr, 1979"	"1979/04"	21026.89	180	7560.10	26624.10
	"Calhoun County, SC"	"45017"	"May, 1979"	"1979/05"	22577.58	186	11354.50	32156.70
	"Calhoun County, SC"	"45017"	"Jun, 1979"	"1979/06"	22193.86	180	10076.40	32761.40
	"Calhoun County, SC"	"45017"	"Jul, 1979"	"1979/07"	22712.54	186	6622.10	35859.80
	"Calhoun County, SC"	"45017"	"Aug, 1979"	"1979/08"	23695.37	186	9652.30	31847.10
	"Calhoun County, SC"	"45017"	"Sep, 1979"	"1979/09"	14372.86	180	6576.30	24863.50
	"Calhoun County, SC"	"45017"	"Oct, 1979"	"1979/10"	16665.41	186	7641.90	21493.90
	"Calhoun County, SC"	"45017"	"Nov, 1979"	"1979/11"	11989.79	180	5600.10	16273.60
	"Calhoun County, SC"	"45017"	"Dec, 1979"	"1979/12"	9712.67	186	2721.30	13144.60
"Total"	"Calhoun County, SC"	"45017"			17143.03	2190	2721.30	35859.80
	"Charleston County, SC"	"45019"	"Jan, 1979"	"1979/01"	11080.71	434	3152.60	16766.40
	"Charleston County, SC"	"45019"	"Feb, 1979"	"1979/02"	12935.85	392	2688.90	21527.10
	"Charleston County, SC"	"45019"	"Mar, 1979"	"1979/03"	19539.83	434	6774.90	26894.60
	"Charleston County, SC"	"45019"	"Apr, 1979"	"1979/04"	22800.88	420	8205.50	31069.20
	"Charleston County, SC"	"45019"	"May, 1979"	"1979/05"	24440.07	434	11580.10	35139.40
	"Charleston County, SC"	"45019"	"Jun, 1979"	"1979/06"	23512.72	420	10782.70	35415.70
	"Charleston County, SC"	"45019"	"Jul, 1979"	"1979/07"	24728.97	434	8805.40	38145.50
	"Charleston County, SC"	"45019"	"Aug, 1979"	"1979/08"	24273.90	434	10438.30	33156.60
	"Charleston County, SC"	"45019"	"Sep, 1979"	"1979/09"	14739.32	420	6695.70	25566.20
	"Charleston County, SC"	"45019"	"Oct, 1979"	"1979/10"	17591.31	434	10133.90	23068.20
	"Charleston County, SC"	"45019"	"Nov, 1979"	"1979/11"	13124.70	420	6109.70	17971.60
	"Charleston County, SC"	"45019"	"Dec, 1979"	"1979/12"	10872.31	434	2184.20	14108.00
"Total"	"Charleston County, SC"	"45019"			18344.86	5110	2184.20	38145.50
	"Cherokee County, SC"	"45021"	"Jan, 1979"	"1979/01"	9007.38	155	2677.70	13777.30
	"Cherokee County, SC"	"45021"	"Feb, 1979"	"1979/02"	11610.49	140	4113.10	18154.20
	"Cherokee County, SC"	"45021"	"Mar, 1979"	"1979/03"	16423.61	155	6464.60	22555.20
	"Cherokee County, SC"	"45021"	"Apr, 1979"	"1979/04"	20499.38	150	8182.50	26610.10
	"Cherokee County, SC"	"45021"	"May, 1979"	"1979/05"	22746.51	155	9931.70	30811.50
	"Cherokee County, SC"	"45021"	"Jun, 1979"	"1979/06"	22655.31	150	7486.30	31130.90
	"Cherokee County, SC"	"45021"	"Jul, 1979"	"1979/07"	21374.34	155	5872.50	32803.30
	"Cherokee County, SC"	"45021"	"Aug, 1979"	"1979/08"	22214.00	155	14418.20	29829.10
	"Cherokee County, SC"	"45021"	"Sep, 1979"	"1979/09"	15787.20	150	4884.60	24398.60
	"Cherokee County, SC"	"45021"	"Oct, 1979"	"1979/10"	15458.28	155	6565.10	20552.70
	"Cherokee County, SC"	"45021"	"Nov, 1979"	"1979/11"	10759.39	150	3100.40	14915.40
	"Cherokee County, SC"	"45021"	"Dec, 1979"	"1979/12"	8568.75	155	2388.40	11835.00
"Total"	"Cherokee County, SC"	"45021"			16454.00	1825	2388.40	32803.30
	"Chester County, SC"	"45023"	"Jan, 1979"	"1979/01"	9319.16	434	3049.10	14316.40
	"Chester County, SC"	"45023"	"Feb, 1979"	"1979/02"	11784.37	392	4351.90	18478.20
	"Chester County, SC"	"45023"	"Mar, 1979"	"1979/03"	16748.75	434	7243.10	22047.10
	"Chester County, SC"	"45023"	"Apr, 1979"	"1979/04"	20899.94	420	8539.20	26807.80
	"Chester County, SC"	"45023"	"May, 1979"	"1979/05"	22759.41	434	12729.60	31292.60
	"Chester County, SC"	"45023"	"Jun, 1979"	"1979/06"	22469.99	420	7512.50	32047.80
	"Chester County, SC"	"45023"	"Jul, 1979"	"1979/07"	21723.41	434	5512.40	34794.40
	"Chester County, SC"	"45023"	"Aug, 1979"	"1979/08"	22757.54	434	12777.10	31033.30
	"Chester County, SC"	"45023"	"Sep, 1979"	"1979/09"	15523.92	420	5581.10	24894.50
	"Chester County, SC"	"45023"	"Oct, 1979"	"1979/10"	15691.86	434	6758.10	20968.60
	"Chester County, SC"	"45023"	"Nov, 1979"	"1979/11"	11061.34	420	3273.10	15288.00
	"Chester County, SC"	"45023"	"Dec, 1979"	"1979/12"	8979.74	434	2314.50	12457.50
"Total"	"Chester County, SC"	"45023"			16673.96	5110	2314.50	34794.40
	"Chesterfield County, SC"	"45025"	"Jan, 1979"	"1979/01"	9140.44	434	3013.90	14037.60
	"Chesterfield County, SC"	"45025"	"Feb, 1979"	"1979/02"	11970.13	392	4394.90	17809.80
	"Chesterfield County, SC"	"45025"	"Mar, 1979"	"1979/03"	17325.23	434	6475.60	22290.40
	"Chesterfield County, SC"	"45025"	"Apr, 1979"	"1979/04"	21190.22	420	8762.30	26680.50
	"Chesterfield County, SC"	"45025"	"May, 1979"	"1979/05"	22036.26	434	13143.00	30279.70
	"Chesterfield County, SC"	"45025"	"Jun, 1979"	"1979/06"	22080.21	420	11200.90	32137.30
	"Chesterfield County, SC"	"45025"	"Jul, 1979"	"1979/07"	21993.59	434	6174.20	34482.80
	"Chesterfield County, SC"	"45025"	"Aug, 1979"	"1979/08"	23083.80	434	13232.70	30856.50
	"Chesterfield County, SC"	"45025"	"Sep, 1979"	"1979/09"	14680.27	420	5499.30	24119.60
	"Chesterfield County, SC"	"45025"	"Oct, 1979"	"1979/10"	15708.22	434	6757.30	20772.80
	"Chesterfield County, SC"	"45025"	"Nov, 1979"	"1979/11"	11147.80	420	4380.50	15169.10
	"Chesterfield County, SC"	"45025"	"Dec, 1979"	"1979/12"	9142.88	434	2049.80	12139.90
"Total"	"Chesterfield County, SC"	"45025"			16656.06	5110	2049.80	34482.80
	"Clarendon County, SC"	"45027"	"Jan, 1979"	"1979/01"	10073.45	310	3107.10	15488.50
	"Clarendon County, SC"	"45027"	"Feb, 1979"	"1979/02"	12224.33	280	5501.10	19447.70
	"Clarendon County, SC"	"45027"	"Mar, 1979"	"1979/03"	18050.68	310	8268.90	24246.60
	"Clarendon County, SC"	"45027"	"Apr, 1979"	"1979/04"	21177.73	300	8563.10	26863.50
	"Clarendon County, SC"	"45027"	"May, 1979"	"1979/05"	22498.46	310	10199.90	32093.60
	"Clarendon County, SC"	"45027"	"Jun, 1979"	"1979/06"	22026.04	300	10081.40	32931.90
	"Clarendon County, SC"	"45027"	"Jul, 1979"	"1979/07"	22838.96	310	7067.40	36069.70
	"Clarendon County, SC"	"45027"	"Aug, 1979"	"1979/08"	23721.82	310	9593.50	31863.10
	"Clarendon County, SC"	"45027"	"Sep, 1979"	"1979/09"	14068.53	300	7036.30	24704.30
	"Clarendon County, SC"	"45027"	"Oct, 1979"	"1979/10"	16502.36	310	8366.30	21739.20
	"Clarendon County, SC"	"45027"	"Nov, 1979"	"1979/11"	12078.99	300	5486.60	16624.90
	"Clarendon County, SC"	"45027"	"Dec, 1979"	"1979/12"	9916.62	310	2374.40	13353.80
"Total"	"Clarendon County, SC"	"45027"			17135.60	3650	2374.40	36069.70
	"Colleton County, SC"	"45029"	"Jan, 1979"	"1979/01"	10746.62	527	2798.40	16625.70
	"Colleton County, SC"	"45029"	"Feb, 1979"	"1979/02"	12369.95	476	2661.80	21130.40
	"Colleton County, SC"	"45029"	"Mar, 1979"	"1979/03"	18735.44	527	8568.10	25753.00
	"Colleton County, SC"	"45029"	"Apr, 1979"	"1979/04"	21119.44	510	7711.20	29634.30
	"Colleton County, SC"	"45029"	"May, 1979"	"1979/05"	23115.27	527	11776.90	33327.10
	"Colleton County, SC"	"45029"	"Jun, 1979"	"1979/06"	22362.55	510	10160.30	33098.30
	"Colleton County, SC"	"45029"	"Jul, 1979"	"1979/07"	23545.57	527	8448.10	35585.30
	"Colleton County, SC"	"45029"	"Aug, 1979"	"1979/08"	23723.69	527	9452.20	31648.60
	"Colleton County, SC"	"45029"	"Sep, 1979"	"1979/09"	14194.19	510	6169.60	24141.70
	"Colleton County, SC"	"45029"	"Oct, 1979"	"1979/10"	17219.32	527	9376.60	22987.60
	"Colleton County, SC"	"45029"	"Nov, 1979"	"1979/11"	12745.45	510	6512.80	17866.50
	"Colleton County, SC"	"45029"	"Dec, 1979"	"1979/12"	10763.14	527	2153.20	14267.20
"Total"	"Colleton County, SC"	"45029"			17595.42	6205	2153.20	35585.30
	"Darlington County, SC"	"45031"	"Jan, 1979"	"1979/01"	9338.88	279	2795.00	14368.00
	"Darlington County, SC"	"45031"	"Feb, 1979"	"1979/02"	11873.51	252	4715.10	17917.70
	"Darlington County, SC"	"45031"	"Mar, 1979"	"1979/03"	17727.93	279	6101.90	22991.10
	"Darlington County, SC"	"45031"	"Apr, 1979"	"1979/04"	21435.06	270	9540.50	26943.00
	"Darlington County, SC"	"45031"	"May, 1979"	"1979/05"	22028.02	279	13753.90	30936.80
	"Darlington County, SC"	"45031"	"Jun, 1979"	"1979/06"	22157.87	270	11162.10	32127.80
	"Darlington County, SC"	"45031"	"Jul, 1979"	"1979/07"	22186.14	279	6900.00	34854.20
	"Darlington County, SC"	"45031"	"Aug, 1979"	"1979/08"	23327.40	279	11355.70	31099.70
	"Darlington County, SC"	"45031"	"Sep, 1979"	"1979/09"	14308.44	270	6049.60	24386.30
	"Darlington County, SC"	"45031"	"Oct, 1979"	"1979/10"	15886.07	279	7575.60	20851.00
	"Darlington County, SC"	"45031"	"Nov, 1979"	"1979/11"	11503.62	270	5643.10	15529.80
	"Darlington County, SC"	"45031"	"Dec, 1979"	"1979/12"	9325.69	279	2319.40	12509.20
"Total"	"Darlington County, SC"	"45031"			16791.87	3285	2319.40	34854.20
	"Dillon County, SC"	"45033"	"Jan, 1979"	"1979/01"	9181.74	217	2804.20	14204.90
	"Dillon County, SC"	"45033"	"Feb, 1979"	"1979/02"	11909.26	196	5155.60	18246.90
	"Dillon County, SC"	"45033"	"Mar, 1979"	"1979/03"	17709.08	217	6006.90	23106.20
	"Dillon County, SC"	"45033"	"Apr, 1979"	"1979/04"	21787.86	210	9367.80	27220.60
	"Dillon County, SC"	"45033"	"May, 1979"	"1979/05"	21944.04	217	13658.00	30531.90
	"Dillon County, SC"	"45033"	"Jun, 1979"	"1979/06"	22618.47	210	11572.90	31653.40
	"Dillon County, SC"	"45033"	"Jul, 1979"	"1979/07"	22450.26	217	7402.50	34100.40
	"Dillon County, SC"	"45033"	"Aug, 1979"	"1979/08"	22973.94	217	13561.10	30504.50
	"Dillon County, SC"	"45033"	"Sep, 1979"	"1979/09"	14000.93	210	5563.00	24031.40
	"Dillon County, SC"	"45033"	"Oct, 1979"	"1979/10"	15863.66	217	7615.70	20626.80
	"Dillon County, SC"	"45033"	"Nov, 1979"	"1979/11"	11359.65	210	5490.90	15434.00
	"Dillon County, SC"	"45033"	"Dec, 1979"	"1979/12"	9485.59	217	2672.20	12314.30
"Total"	"Dillon County, SC"	"45033"			16806.37	2555	2672.20	34100.40
	"Dorchester County, SC"	"45035"	"Jan, 1979"	"1979/01"	10491.12	279	3094.20	15610.60
	"Dorchester County, SC"	"45035"	"Feb, 1979"	"1979/02"	12336.42	252	2801.60	19907.90
	"Dorchester County, SC"	"45035"	"Mar, 1979"	"1979/03"	18555.82	279	8024.70	24874.30
	"Dorchester County, SC"	"45035"	"Apr, 1979"	"1979/04"	21018.06	270	8179.90	28192.80
	"Dorchester County, SC"	"45035"	"May, 1979"	"1979/05"	22911.58	279	11020.70	32417.10
	"Dorchester County, SC"	"45035"	"Jun, 1979"	"1979/06"	21874.70	270	10652.70	32497.20
	"Dorchester County, SC"	"45035"	"Jul, 1979"	"1979/07"	23024.30	279	7846.00	35313.40
	"Dorchester County, SC"	"45035"	"Aug, 1979"	"1979/08"	23379.53	279	9334.20	31158.90
	"Dorchester County, SC"	"45035"	"Sep, 1979"	"1979/09"	13960.21	270	6668.70	24245.00
	"Dorchester County, SC"	"45035"	"Oct, 1979"	"1979/10"	16897.27	279	9569.30	21776.50
	"Dorchester County, SC"	"45035"	"Nov, 1979"	"1979/11"	12362.98	270	6361.00	16610.70
	"Dorchester County, SC"	"45035"	"Dec, 1979"	"1979/12"	10437.24	279	2175.10	13635.10
"Total"	"Dorchester County, SC"	"45035"			17310.96	3285	2175.10	35313.40
	"Edgefield County, SC"	"45037"	"Jan, 1979"	"1979/01"	9855.76	248	2667.40	14717.20
	"Edgefield County, SC"	"45037"	"Feb, 1979"	"1979/02"	11887.17	224	3995.20	18820.80
	"Edgefield County, SC"	"45037"	"Mar, 1979"	"1979/03"	17495.19	248	8932.40	23023.70
	"Edgefield County, SC"	"45037"	"Apr, 1979"	"1979/04"	20021.86	240	7063.20	25848.90
	"Edgefield County, SC"	"45037"	"May, 1979"	"1979/05"	22167.39	248	14012.80	31354.80
	"Edgefield County, SC"	"45037"	"Jun, 1979"	"1979/06"	22949.97	240	12823.90	32960.60
	"Edgefield County, SC"	"45037"	"Jul, 1979"	"1979/07"	22642.61	248	5776.50	34278.00
	"Edgefield County, SC"	"45037"	"Aug, 1979"	"1979/08"	22955.60	248	10634.40	31050.60
